@relation Elimbel2

@attribute h {true,false}
@attribute y {good,bad,ugly}
@attribute x {good,bad,ugly}
@attribute da {good,bad,ugly}
@attribute ob {good,bad,ugly}
@attribute db {good,bad,ugly}
@attribute oa {good,bad,ugly}
@attribute sb {good,bad,ugly}
@attribute sa {good,bad,ugly}
@attribute g {true,false}

@data
false,good,good,ugly,bad,ugly,good,ugly,ugly,true
true,bad,good,bad,bad,good,good,ugly,bad,true
false,good,good,bad,ugly,ugly,good,ugly,bad,true
true,good,good,good,bad,bad,good,bad,ugly,true
true,good,good,good,good,good,good,bad,bad,true
false,good,good,ugly,ugly,ugly,good,ugly,ugly,false
false,good,good,good,ugly,good,good,good,good,true
true,good,good,ugly,good,good,good,ugly,ugly,false
true,good,good,ugly,good,good,good,bad,bad,false
false,good,good,ugly,ugly,good,bad,good,good,true
false,good,good,ugly,bad,ugly,bad,ugly,ugly,false
true,good,good,good,bad,good,good,good,bad,false
true,ugly,good,good,good,bad,good,bad,bad,false
false,good,good,ugly,good,ugly,good,good,ugly,false
false,good,good,ugly,good,bad,good,ugly,good,true
false,ugly,good,ugly,ugly,ugly,good,ugly,ugly,false
false,good,bad,good,good,bad,bad,bad,good,true
true,good,good,bad,bad,bad,good,bad,ugly,true
true,good,good,ugly,good,good,ugly,ugly,good,false
true,good,bad,ugly,bad,good,bad,ugly,bad,true
true,good,good,ugly,bad,bad,ugly,ugly,good,false
true,good,good,ugly,bad,good,good,ugly,bad,false
false,bad,good,ugly,bad,ugly,good,ugly,ugly,false
false,bad,good,ugly,ugly,ugly,good,bad,ugly,false
true,bad,good,bad,good,bad,good,ugly,ugly,true
true,good,good,good,good,bad,bad,good,good,false
false,good,good,ugly,ugly,ugly,bad,ugly,good,true
true,good,good,ugly,good,good,good,ugly,bad,true
false,good,good,bad,ugly,ugly,good,good,good,false
true,good,good,good,good,bad,good,ugly,ugly,true
false,good,good,ugly,ugly,ugly,good,good,bad,true
true,good,good,bad,good,good,bad,bad,bad,true
true,good,good,good,good,bad,bad,bad,bad,true
true,good,good,good,good,good,bad,good,good,true
false,good,good,bad,bad,ugly,bad,good,ugly,false
false,good,ugly,good,ugly,ugly,good,bad,ugly,false
true,good,good,ugly,good,good,good,good,bad,false
false,good,good,ugly,ugly,ugly,good,bad,ugly,true
false,bad,good,bad,bad,ugly,good,bad,ugly,false
true,good,good,ugly,ugly,good,bad,bad,good,false
true,good,good,ugly,good,ugly,bad,ugly,ugly,true
true,good,good,bad,good,good,good,ugly,ugly,true
false,good,good,good,ugly,ugly,good,good,ugly,false
false,good,good,ugly,ugly,ugly,bad,bad,ugly,false
false,good,good,bad,bad,ugly,bad,bad,ugly,false
true,good,good,bad,ugly,bad,good,good,ugly,false
false,good,good,ugly,good,good,good,ugly,bad,false
false,good,good,ugly,bad,ugly,good,ugly,bad,true
true,good,good,ugly,good,bad,good,bad,bad,false
true,good,good,bad,good,good,good,ugly,bad,false
false,good,good,ugly,ugly,ugly,ugly,ugly,good,false
true,good,good,good,bad,good,bad,ugly,bad,false
true,good,bad,ugly,good,good,good,bad,good,true
false,good,good,good,ugly,bad,good,good,ugly,false
false,good,good,bad,ugly,good,good,good,bad,false
true,ugly,good,bad,good,ugly,good,ugly,ugly,false
true,good,good,ugly,ugly,good,good,bad,good,false
false,good,good,ugly,ugly,bad,good,bad,good,false
true,good,good,ugly,bad,bad,good,ugly,bad,false
true,good,good,good,bad,bad,good,ugly,ugly,false
false,good,good,ugly,ugly,ugly,good,ugly,ugly,false
false,good,good,ugly,ugly,ugly,bad,bad,ugly,true
false,good,good,ugly,good,ugly,good,bad,ugly,false
false,good,good,ugly,ugly,ugly,ugly,good,good,false
false,good,bad,bad,ugly,good,ugly,bad,good,true
true,good,good,ugly,good,good,bad,ugly,good,false
true,good,good,bad,bad,good,good,ugly,ugly,false
false,good,bad,ugly,ugly,ugly,bad,ugly,ugly,false
true,good,good,bad,good,good,bad,ugly,good,false
false,good,good,ugly,ugly,ugly,good,ugly,good,false
false,good,bad,ugly,ugly,ugly,bad,good,ugly,false
true,ugly,good,ugly,bad,ugly,good,good,ugly,false
false,bad,good,ugly,bad,ugly,good,bad,ugly,true
false,good,good,ugly,bad,good,good,bad,bad,true
false,good,good,good,ugly,good,good,ugly,bad,false
false,good,good,ugly,good,ugly,good,ugly,ugly,true
false,good,good,bad,good,ugly,bad,ugly,ugly,false
true,good,good,ugly,bad,good,ugly,ugly,good,false
false,good,good,ugly,ugly,ugly,good,bad,ugly,true
false,good,good,good,bad,good,good,bad,good,true
true,good,good,ugly,bad,good,good,ugly,good,true
false,good,good,ugly,bad,ugly,good,bad,good,false
true,good,good,good,good,good,good,good,bad,false
false,good,good,good,bad,ugly,bad,bad,bad,false
false,good,good,ugly,good,ugly,good,ugly,ugly,false
true,good,good,ugly,good,ugly,good,ugly,bad,true
true,good,good,bad,good,good,good,bad,good,false
false,good,good,bad,ugly,ugly,good,good,ugly,false
false,ugly,good,ugly,ugly,ugly,bad,bad,bad,false
false,good,good,bad,ugly,ugly,good,bad,bad,false
false,good,bad,ugly,bad,ugly,good,bad,ugly,false
true,good,good,good,bad,good,good,ugly,good,false
true,good,good,ugly,bad,good,good,bad,ugly,false
false,good,good,ugly,good,good,bad,ugly,bad,false
false,good,good,good,good,bad,good,good,ugly,false
false,good,good,bad,bad,ugly,bad,ugly,bad,false
true,good,good,good,good,ugly,good,ugly,ugly,true
true,good,good,good,bad,good,good,good,bad,false
false,good,good,ugly,ugly,ugly,good,ugly,ugly,true
true,bad,good,ugly,good,good,good,ugly,bad,false
false,good,good,good,good,ugly,good,good,ugly,true
true,good,good,good,good,bad,bad,ugly,bad,true
true,good,good,ugly,ugly,good,good,bad,good,false
true,good,good,good,ugly,good,good,good,bad,false
true,bad,good,bad,good,good,good,ugly,good,false
true,good,good,bad,bad,bad,good,bad,good,false
true,good,good,ugly,bad,good,good,bad,good,false
false,good,good,good,good,good,ugly,bad,good,false
true,good,good,good,good,good,bad,good,good,true
true,good,good,ugly,bad,bad,bad,good,bad,false
false,good,good,bad,good,bad,bad,good,good,false
false,good,good,ugly,ugly,ugly,good,bad,ugly,true
false,good,good,good,ugly,ugly,good,good,bad,false
true,good,good,good,bad,bad,good,good,ugly,false
true,good,good,bad,good,bad,good,ugly,good,true
true,good,good,ugly,ugly,good,good,ugly,good,false
false,good,good,good,bad,ugly,ugly,good,good,true
true,bad,good,ugly,bad,ugly,good,ugly,ugly,false
true,good,good,ugly,good,bad,good,ugly,bad,false
true,good,good,ugly,good,bad,good,ugly,ugly,true
false,good,good,good,ugly,good,good,ugly,good,false
false,good,good,good,ugly,ugly,good,good,bad,false
true,good,good,bad,good,good,good,ugly,ugly,false
true,good,good,bad,good,good,good,ugly,good,false
false,good,good,good,bad,good,good,good,bad,true
false,good,good,ugly,bad,ugly,good,ugly,ugly,false
true,good,good,ugly,bad,good,good,good,bad,false
true,ugly,good,ugly,ugly,good,good,good,bad,true
true,good,good,good,good,bad,good,ugly,bad,false
true,good,good,ugly,good,bad,good,ugly,ugly,true
false,good,good,bad,ugly,good,ugly,good,good,true
true,good,good,good,good,good,bad,good,good,true
true,good,good,ugly,good,good,good,ugly,good,false
false,good,good,ugly,bad,good,bad,bad,good,false
true,good,bad,ugly,good,good,bad,ugly,good,false
true,good,good,ugly,good,good,good,ugly,good,false
false,good,good,bad,ugly,good,good,good,bad,false
false,good,good,bad,ugly,ugly,good,ugly,bad,false
false,good,bad,bad,ugly,good,good,good,bad,false
false,bad,good,ugly,bad,ugly,good,ugly,ugly,true
true,good,good,ugly,ugly,ugly,good,ugly,ugly,true
false,good,good,ugly,ugly,ugly,good,good,ugly,false
true,bad,bad,bad,good,good,bad,ugly,good,false
false,good,good,good,bad,good,good,bad,bad,true
true,good,good,ugly,bad,good,good,ugly,good,false
false,good,good,good,bad,ugly,good,bad,bad,true
false,good,good,bad,ugly,ugly,good,bad,ugly,true
false,good,good,good,good,ugly,good,good,ugly,false
false,good,bad,good,ugly,ugly,good,bad,ugly,false
true,good,good,ugly,good,bad,bad,ugly,bad,false
true,good,bad,ugly,bad,good,good,ugly,good,true
true,good,good,bad,good,ugly,good,ugly,ugly,false
true,good,good,ugly,bad,good,bad,good,good,false
true,good,good,good,ugly,ugly,good,bad,ugly,false
true,good,good,bad,good,good,good,ugly,good,true
true,good,good,ugly,good,good,ugly,ugly,good,false
true,good,good,good,bad,ugly,bad,good,bad,true
true,good,good,bad,good,bad,bad,bad,ugly,false
true,good,good,ugly,good,good,good,ugly,ugly,false
true,good,good,bad,good,bad,good,ugly,bad,true
false,good,good,ugly,ugly,bad,good,good,ugly,true
false,good,good,good,ugly,good,good,good,bad,true
false,good,good,bad,bad,ugly,good,ugly,ugly,false
false,good,bad,bad,good,ugly,ugly,ugly,good,false
false,bad,bad,bad,good,ugly,bad,ugly,good,false
false,good,good,ugly,ugly,good,bad,ugly,good,false
false,good,good,good,ugly,good,ugly,good,good,false
true,good,good,bad,bad,bad,ugly,good,good,false
false,good,good,ugly,ugly,bad,good,good,bad,false
false,good,good,ugly,ugly,good,good,good,bad,true
false,good,good,ugly,bad,good,good,bad,bad,false
false,good,good,ugly,bad,ugly,bad,ugly,ugly,true
true,good,good,ugly,good,bad,bad,ugly,bad,false
true,good,good,good,bad,ugly,good,good,ugly,true
false,good,good,ugly,ugly,good,good,good,good,true
false,good,good,good,ugly,good,good,good,bad,false
false,good,good,ugly,ugly,ugly,ugly,bad,ugly,false
true,good,good,bad,bad,bad,good,ugly,good,false
false,good,good,ugly,ugly,ugly,good,good,ugly,false
false,good,good,good,ugly,bad,good,good,ugly,false
true,good,good,good,good,bad,good,ugly,ugly,true
true,bad,good,bad,good,good,good,bad,bad,true
false,good,good,ugly,ugly,ugly,good,good,ugly,false
false,good,good,ugly,ugly,good,good,good,good,true
true,good,good,ugly,ugly,good,good,bad,good,false
false,good,good,ugly,ugly,ugly,bad,bad,ugly,true
false,good,good,ugly,ugly,good,good,good,good,false
false,good,good,bad,bad,ugly,good,good,ugly,false
false,good,good,ugly,bad,ugly,good,ugly,ugly,true
false,good,good,ugly,ugly,good,ugly,bad,ugly,false
true,good,good,bad,bad,good,good,bad,good,false
true,good,good,bad,ugly,bad,good,good,ugly,false
false,good,good,good,bad,bad,good,good,bad,false
true,good,good,bad,bad,ugly,good,bad,ugly,true
false,good,good,bad,ugly,good,good,good,good,true
true,good,good,ugly,good,bad,good,ugly,ugly,false
false,good,good,bad,ugly,ugly,good,good,good,true
true,good,good,good,good,bad,good,good,ugly,false
true,good,good,ugly,good,bad,good,ugly,ugly,false
false,bad,bad,bad,ugly,ugly,bad,bad,ugly,true
true,good,good,good,ugly,good,good,good,good,false
true,good,good,ugly,ugly,bad,good,bad,ugly,true
true,bad,good,good,bad,good,good,bad,ugly,false
true,good,good,good,good,ugly,good,bad,bad,false
true,good,good,bad,bad,good,good,bad,ugly,true
true,good,good,bad,bad,good,bad,good,bad,false
true,good,good,good,bad,bad,bad,bad,good,false
false,good,good,ugly,bad,bad,good,ugly,bad,false
false,good,good,ugly,good,good,good,ugly,bad,false
true,good,good,ugly,good,good,good,ugly,good,false
false,good,good,bad,bad,good,good,bad,good,true
true,good,good,ugly,good,good,good,ugly,bad,false
true,bad,good,ugly,bad,bad,good,ugly,bad,false
true,bad,good,good,bad,ugly,ugly,good,ugly,false
true,good,good,ugly,good,good,good,ugly,good,false
false,good,good,ugly,ugly,good,good,good,bad,false
true,good,good,ugly,good,ugly,bad,ugly,bad,true
true,good,good,ugly,bad,bad,good,good,bad,true
false,good,good,ugly,ugly,ugly,bad,bad,good,false
true,good,good,ugly,ugly,good,ugly,ugly,good,false
true,good,good,ugly,bad,bad,good,good,good,true
false,good,good,bad,ugly,ugly,good,bad,bad,false
false,good,good,ugly,ugly,good,bad,ugly,good,false
false,good,good,good,ugly,good,good,good,good,false
true,good,good,ugly,bad,good,good,ugly,good,false
true,good,bad,bad,good,good,good,bad,bad,true
true,good,good,good,bad,good,ugly,ugly,good,false
true,good,bad,bad,good,bad,bad,ugly,bad,false
true,good,good,ugly,bad,ugly,bad,good,ugly,false
false,good,good,good,ugly,ugly,good,bad,ugly,false
false,good,good,ugly,bad,ugly,good,ugly,ugly,false
true,good,good,bad,ugly,ugly,good,good,bad,false
true,good,good,ugly,good,good,good,ugly,bad,false
false,good,good,bad,ugly,ugly,bad,ugly,bad,true
true,good,good,good,good,bad,good,ugly,good,false
true,good,good,ugly,good,ugly,good,ugly,ugly,false
false,good,good,good,good,good,good,ugly,bad,true
true,good,good,good,bad,good,good,bad,bad,false
false,good,good,ugly,ugly,ugly,good,bad,bad,true
false,bad,good,good,good,ugly,good,bad,ugly,true
false,good,good,ugly,ugly,ugly,good,good,good,true
true,good,good,good,good,good,good,ugly,good,false
false,bad,bad,good,good,ugly,ugly,good,good,true
false,good,good,bad,ugly,ugly,good,bad,ugly,false
false,bad,good,ugly,bad,ugly,good,bad,bad,false
true,good,good,ugly,good,bad,bad,ugly,ugly,false
false,good,good,ugly,ugly,ugly,good,bad,ugly,false
false,good,good,ugly,ugly,good,good,good,bad,false
true,good,bad,good,bad,good,good,bad,ugly,false
false,good,good,ugly,ugly,good,good,bad,good,false
false,good,good,good,bad,ugly,good,good,ugly,true
true,good,good,ugly,good,good,good,ugly,bad,true
false,good,good,ugly,ugly,ugly,good,ugly,ugly,true
true,ugly,good,ugly,bad,good,bad,ugly,good,false
true,good,good,good,bad,good,good,ugly,bad,false
false,bad,bad,ugly,ugly,ugly,good,ugly,bad,true
true,good,good,good,good,bad,good,bad,good,true
false,good,good,ugly,good,ugly,good,ugly,bad,false
false,good,bad,ugly,ugly,bad,good,bad,good,true
false,good,good,ugly,ugly,ugly,good,ugly,ugly,true
false,good,good,ugly,good,good,good,ugly,good,false
false,good,good,bad,ugly,ugly,ugly,good,good,true
true,bad,good,good,bad,ugly,ugly,good,bad,true
true,good,bad,bad,bad,bad,bad,bad,bad,true
true,good,good,bad,ugly,bad,good,bad,ugly,false
true,good,good,ugly,good,bad,bad,ugly,good,false
false,good,good,ugly,good,ugly,good,good,bad,true
true,good,good,bad,bad,bad,good,bad,good,true
true,good,good,ugly,bad,bad,bad,bad,bad,false
true,bad,good,ugly,ugly,good,good,good,bad,false
false,bad,good,bad,ugly,ugly,bad,good,bad,false
false,good,good,bad,ugly,good,good,bad,bad,true
false,good,bad,bad,ugly,ugly,bad,bad,bad,false
false,good,good,ugly,good,ugly,good,ugly,ugly,true
true,good,good,ugly,good,good,bad,ugly,good,true
true,good,good,ugly,ugly,good,good,ugly,bad,true
true,good,good,ugly,good,bad,good,ugly,good,false
false,good,good,bad,ugly,ugly,good,good,ugly,false
true,good,good,bad,bad,good,good,bad,ugly,true
false,good,good,good,ugly,ugly,good,good,bad,true
false,good,good,good,ugly,good,good,good,bad,true
false,good,bad,ugly,ugly,ugly,good,good,ugly,false
true,good,good,good,good,bad,good,bad,ugly,false
true,good,good,bad,good,good,good,good,ugly,false
false,good,good,good,good,good,good,bad,bad,true
false,good,good,ugly,ugly,ugly,good,bad,ugly,false
false,bad,good,good,ugly,ugly,good,good,ugly,true
false,bad,good,ugly,bad,ugly,bad,ugly,ugly,true
true,good,good,ugly,ugly,good,good,ugly,ugly,false
false,good,good,bad,good,good,good,ugly,bad,false
false,good,good,ugly,bad,ugly,good,ugly,ugly,false
false,good,good,bad,ugly,good,good,ugly,good,false
false,good,good,good,ugly,bad,good,good,ugly,true
true,good,good,bad,ugly,ugly,good,bad,ugly,false
true,good,good,ugly,bad,bad,good,bad,ugly,false
false,good,bad,bad,good,bad,ugly,bad,bad,true
true,bad,good,good,bad,ugly,good,bad,ugly,true
true,good,good,ugly,ugly,good,good,bad,bad,true
true,good,good,good,good,ugly,ugly,bad,bad,true
false,good,good,ugly,bad,bad,good,ugly,bad,false
false,bad,good,bad,ugly,ugly,good,good,good,true
false,good,good,ugly,good,ugly,good,bad,ugly,true
false,good,good,bad,ugly,ugly,good,ugly,ugly,false
true,good,good,good,good,bad,good,good,bad,false
false,bad,good,ugly,ugly,ugly,good,good,good,false
false,good,good,ugly,good,ugly,good,ugly,ugly,true
true,good,good,good,good,good,good,bad,bad,true
false,good,good,ugly,bad,good,good,ugly,bad,false
false,good,good,ugly,ugly,good,good,ugly,good,false
true,good,good,good,bad,bad,good,bad,good,false
true,good,good,ugly,good,bad,bad,ugly,bad,true
true,good,good,ugly,ugly,bad,good,ugly,bad,false
true,good,ugly,ugly,ugly,ugly,ugly,ugly,bad,false
false,bad,good,ugly,ugly,bad,good,ugly,good,false
false,good,good,good,good,bad,good,bad,ugly,true
false,bad,good,ugly,good,ugly,bad,ugly,ugly,true
true,ugly,good,ugly,bad,ugly,good,ugly,ugly,true
true,good,good,ugly,good,bad,good,ugly,bad,true
true,good,good,good,ugly,good,good,bad,ugly,true
true,good,bad,bad,bad,bad,good,bad,good,false
false,good,good,ugly,ugly,ugly,good,good,ugly,false
true,good,good,bad,bad,ugly,good,good,ugly,false
false,good,good,good,ugly,ugly,good,good,ugly,false
true,good,good,ugly,good,good,good,ugly,bad,false
true,good,good,bad,good,bad,ugly,bad,good,false
false,good,good,good,good,ugly,good,good,bad,true
false,good,good,good,bad,ugly,good,good,bad,false
false,good,good,good,ugly,good,good,good,good,false
false,good,good,good,bad,good,good,good,bad,true
false,good,good,good,good,ugly,good,bad,ugly,true
false,good,good,good,ugly,ugly,good,good,ugly,false
false,bad,good,good,ugly,ugly,good,good,ugly,false
false,good,good,bad,ugly,ugly,bad,good,bad,true
true,good,good,ugly,good,bad,good,ugly,ugly,true
true,good,good,good,good,good,bad,bad,good,true
false,good,good,ugly,ugly,good,good,ugly,bad,false
false,good,good,ugly,ugly,ugly,good,bad,bad,true
true,good,good,ugly,good,ugly,good,ugly,ugly,false
false,good,good,good,ugly,ugly,good,bad,ugly,false
false,good,bad,good,good,ugly,bad,bad,ugly,false
false,good,good,ugly,ugly,ugly,bad,bad,ugly,false
false,good,good,good,bad,bad,good,bad,good,true
false,good,good,ugly,good,ugly,good,ugly,ugly,false
false,good,bad,ugly,ugly,ugly,good,bad,ugly,false
false,good,good,ugly,good,ugly,good,ugly,bad,false
true,good,good,good,bad,good,good,good,bad,false
false,ugly,bad,bad,good,ugly,good,ugly,ugly,false
false,good,good,bad,ugly,ugly,ugly,bad,good,true
false,good,good,bad,ugly,ugly,good,good,ugly,false
true,good,bad,bad,ugly,good,good,bad,bad,false
false,good,good,good,ugly,good,good,good,good,false
true,good,good,ugly,good,good,good,bad,bad,true
true,good,good,bad,bad,good,good,bad,bad,true
true,good,good,ugly,bad,good,good,ugly,ugly,true
true,good,good,ugly,bad,bad,good,good,ugly,false
true,good,good,bad,bad,good,good,ugly,good,false
true,good,good,ugly,good,ugly,ugly,bad,bad,true
true,good,good,bad,ugly,good,bad,good,good,false
false,bad,good,ugly,ugly,ugly,good,ugly,ugly,true
true,good,good,bad,bad,good,bad,ugly,good,false
false,good,good,ugly,ugly,ugly,good,ugly,bad,true
false,good,good,bad,ugly,ugly,bad,bad,good,false
true,good,good,ugly,ugly,bad,good,good,bad,true
true,good,good,bad,bad,good,good,bad,bad,false
false,good,bad,ugly,good,good,good,ugly,bad,false
true,good,good,good,good,ugly,good,bad,good,false
false,good,good,ugly,bad,good,good,ugly,good,false
false,good,good,ugly,good,ugly,good,ugly,ugly,false
false,good,ugly,ugly,ugly,ugly,ugly,good,good,false
true,good,good,ugly,good,bad,bad,bad,bad,false
true,good,good,good,ugly,bad,good,good,good,true
false,good,good,ugly,ugly,ugly,bad,bad,ugly,false
true,good,good,ugly,bad,bad,bad,bad,good,false
false,good,ugly,ugly,ugly,ugly,bad,bad,ugly,true
true,good,good,bad,bad,good,good,good,ugly,true
true,bad,good,bad,good,ugly,good,bad,ugly,true
false,good,good,bad,good,bad,good,bad,ugly,false
false,good,good,bad,ugly,ugly,good,good,ugly,false
true,good,good,good,bad,ugly,good,bad,bad,false
false,good,good,ugly,ugly,ugly,good,ugly,bad,false
true,good,good,good,bad,good,good,good,bad,false
false,good,good,ugly,ugly,bad,good,bad,ugly,false
